time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
10:12.8,2.16,"9km S of Princeton, Canada",reviewed,0,72,uw,10.0,,0.38,182.0,ml,-120.5128333,49.373,-0.37
31:03.3,2.04,Northern California,reviewed,0,64,nc,9.0,0.2405,0.03,172.0,md,-122.0485,39.1418333,5.588
29:47.2,2.1,Central California,reviewed,0,68,nc,22.0,0.04234,0.08,127.0,md,-120.3938333,36.2598333,8.058
10:19.1,2.61,offshore Northern California,reviewed,0,105,nc,13.0,0.2216,0.1,279.0,md,-124.581,40.3213333,22.436
35:07.9,2.06,"San Francisco Bay area, California",reviewed,0,65,nc,9.0,0.01171,0.09,92.0,md,-122.1045,37.3276667,-0.292
11:02.2,2.75,"4km SSW of Idyllwild, CA",reviewed,0,116,ci,0.0,,0.079,37.7,ml,-116.736,33.71,17.28
51:00.0,4.13,"15km NNE of Barstow, California",reviewed,0,262,ci,0.0,,0.178,61.3,ml,-116.968,35.025,3.968
43:10.8,2.39,"15km W of Delta, B.C., MX",reviewed,0,88,ci,17.0,0.08731,0.12,226.0,ml,-115.3515,32.3413333,2.433
21:22.7,3.02,"62km SW of Progreso, B.C., MX",reviewed,0,141,ci,26.0,0.1728,0.37,121.0,ml,-116.0233333,32.1658333,2.368
37:40.7,2.86,"9km NW of Los Olivos, CA",reviewed,0,129,ci,43.0,0.08918,0.17,44.0,ml,-120.1718333,34.7306667,1.72
45:34.2,2.38,offshore Northern California,reviewed,0,87,nc,11.0,0.3973,0.18,314.0,md,-124.553,40.2233333,4.216
30:25.2,3.1,"Mount St. Helens area, Washington",reviewed,0,148,uw,14.0,0.01503,0.09,69.0,md,-122.192,46.1946667,-0.704
17:02.1,2.04,"1km SE of Muscoy, CA",reviewed,0,64,ci,0.0,,0.081,57.4,mh,-117.333,34.147,5.51
21:33.9,2.13,"Yellowstone National Park, Wyoming",reviewed,0,70,uu,12.0,0.09523,0.09,108.0,md,-110.3546667,44.44,4.4
26:50.7,2.3,"Mount St. Helens area, Washington",reviewed,0,81,uw,12.0,,0.13,91.0,md,-122.1866667,46.1995,-1.194
34:59.3,2.34,"46km WSW of Lompoc, California",reviewed,0,84,ci,0.0,0.3072,0.195,274.9,mc,-120.899,34.432,5.524
11:14.5,2.0,Central California,reviewed,0,62,nc,14.0,0.05676,0.08,92.0,md,-120.3998333,36.283,7.217
49:33.6,2.09,"38km SW of Ferndale, California",reviewed,0,67,nc,24.0,0.2,0.11,233.0,md,-124.5446667,40.3016667,19.951
23:45.6,2.5,"88km ESE of Maneadero, B.C., MX",reviewed,0,96,ci,0.0,,0.534,318.0,mc,-115.669,31.498,5.925
55:06.7,2.01,"8km WSW of Salton City, CA",reviewed,0,62,ci,45.0,0.04557,0.26,47.4,ml,-116.0351667,33.2608333,2.723
49:26.2,2.35,"32km WSW of Olancha, CA",reviewed,0,85,ci,0.0,,0.039,256.0,mc,-118.343,36.193,5.154
48:40.9,2.26,"5km WSW of Holtville, CA",reviewed,0,79,ci,25.0,0.01203,0.42,131.0,ml,-115.4341667,32.7996667,15.135
01:11.4,3.01,"18km W of Searles Valley, CA",reviewed,0,139,ci,0.0,,0.201,70.4,mc,-117.599,35.779,3.394
44:25.3,2.26,"16km NNE of Apple Valley, CA",reviewed,0,79,ci,0.0,0.04169,0.143,132.0,mc,-117.12,34.63,-0.835
16:12.3,3.45,"5km SSE of Santa Clarita, California",reviewed,0,183,ci,0.0,,0.321,21.9,ml,-118.494,34.376,0.85
54:12.8,2.48,Central California,reviewed,0,95,nc,38.0,0.04865,0.06,54.0,md,-120.33,36.2016667,10.303
26:57.2,2.36,"8km WSW of Holtville, California",reviewed,0,86,ci,0.0,0.07806,0.292,132.5,mc,-115.459,32.786,14.979
50:28.0,3.4,"11km ENE of Wells, Nevada",reviewed,0,178,nn,7.0,0.343,0.1345,137.79,ml,-114.8482,41.1634,4.0
25:16.8,3.22,"San Francisco Bay area, California",reviewed,0,550,nc,145.0,0.03784,0.14,18.0,ml,-122.221,37.8301667,5.385
38:27.3,2.32,"6km NE of Palomar Observatory, CA",reviewed,0,83,ci,0.0,,0.423,109.2,mc,-116.819,33.396,4.328
18:53.7,2.04,"49km E of Ensenada, B.C., MX",reviewed,0,64,ci,10.0,0.1502,0.14,240.0,ml,-116.1125,31.9496667,5.748
55:55.8,2.09,Central California,reviewed,0,67,nc,20.0,0.03874,0.07,115.0,md,-121.1076667,35.672,6.665
22:58.8,2.25,"22km SSE of Progreso, B.C., MX",reviewed,0,78,ci,24.0,0.2458,0.17,235.0,ml,-115.5198333,32.3918333,7.893
09:07.9,3.42,"Long Valley area, California",reviewed,0,180,nc,23.0,0.01081,0.05,80.0,md,-118.8225,37.6006667,10.105
08:09.7,2.31,"10km SW of Salton City, CA",reviewed,0,82,ci,89.0,0.05732,0.22,37.0,ml,-116.0171667,33.229,3.99
19:12.0,2.0,"65km W of Tonopah, Nevada",reviewed,0,62,nn,12.0,0.323,0.0899,93.95,ml,-117.9686,38.1449,0.0
14:16.4,2.45,Central California,reviewed,0,92,nc,58.0,0.1532,0.21,179.0,md,-121.572,36.039,9.594
17:16.2,2.25,"5km E of Westmorland, CA",reviewed,0,78,ci,0.0,,0.205,0.0,mc,-115.569,33.031,5.563
19:10.7,3.0,"68km ESE of Lakeview, Oregon",reviewed,0,138,nn,7.0,0.146,0.1822,87.08,ml,-119.6241,41.8816,10.8
13:17.8,2.01,"11km SW of Morongo Valley, CA",reviewed,0,62,ci,0.0,,0.084,84.5,mc,-116.645,33.968,15.309
16:47.8,3.5,"13km NE of Trabuco Canyon, CA",reviewed,0,528,ci,105.0,,0.3,58.0,ml,-117.4768333,33.7345,4.092
37:20.2,2.36,"15km E of Desert Hot Springs, California",reviewed,0,86,ci,0.0,0.05811,0.175,74.3,mc,-116.336,33.981,0.019
39:32.7,4.06,"11km NW of Ocotillo Wells, CA",reviewed,0,343,ci,89.0,0.1373,0.29,22.0,ml,-116.2048333,33.2235,14.864
09:45.5,2.3,Washington,reviewed,0,81,uw,24.0,0.1178,0.17,52.0,md,-122.7915,46.7313333,5.143
10:48.8,3.12,"7km SW of Alpaugh, CA",reviewed,0,150,ci,0.0,,0.474,0.0,ml,-119.535,35.838,5.167
54:00.6,2.2,"Mount St. Helens area, Washington",reviewed,0,74,uw,10.0,0.009524,0.12,95.0,md,-122.1816667,46.2015,-0.497
19:20.3,2.04,"5km NNW of Pacoima, California",reviewed,0,64,ci,0.0,,0.212,112.1,mc,-118.458,34.323,10.974
42:09.5,2.26,"72km WSW of Challis, Idaho",reviewed,0,79,mb,10.0,0.308,0.18,87.0,ml,-115.0908333,44.2938333,5.8
27:38.9,2.0,Washington,reviewed,0,62,uw,5.0,0.09784,0.06,166.0,md,-122.7938333,46.7451667,-0.29
24:57.5,2.25,"16km N of Borrego Springs, CA",reviewed,0,78,ci,0.0,,0.294,55.0,mc,-116.369,33.402,3.474
06:17.8,2.12,"15km W of Tecate, B.C., MX",reviewed,0,69,ci,32.0,0.134,0.16,142.0,ml,-116.7886667,32.5468333,6.558
56:14.1,2.61,Utah,reviewed,0,105,uu,13.0,0.033,0.34,104.0,md,-111.4188333,38.8128333,3.65
37:25.3,2.8,"21km SE of Soda Springs, Idaho",reviewed,0,121,us,,0.309,0.53,111.0,ml,-111.3885,42.5402,10.31
21:28.1,2.01,Central California,reviewed,0,62,nc,7.0,0.1009,0.06,95.0,md,-119.8101667,37.1921667,21.188
16:19.7,3.4,western Montana,reviewed,0,178,us,,,,,ml,-112.218,44.617,7.0
33:07.0,2.2,Northern California,reviewed,0,74,nc,24.0,0.01081,0.03,37.0,md,-122.7891667,38.798,-0.079
33:17.1,2.39,"24km E of Barstow, California",reviewed,0,88,ci,0.0,,0.138,72.7,mc,-116.766,34.911,1.679
51:27.0,2.61,"16km NNE of Apple Valley, CA",reviewed,0,105,ci,0.0,,0.141,107.6,mc,-117.12,34.63,-1.338
12:59.5,2.64,Northern California,reviewed,0,107,nc,24.0,0.08468,0.08,52.0,md,-123.1133333,39.4978333,3.142
49:34.0,2.04,"Long Valley area, California",reviewed,0,64,nc,8.0,0.01802,0.04,105.0,md,-118.9218333,37.6355,-0.095
14:17.6,2.21,Central California,automatic,0,75,nc,36.0,0.04505,0.07,74.0,md,-118.6841667,38.0065,5.801
24:34.5,2.22,Northern California,reviewed,0,76,nc,16.0,0.1937,0.16,87.0,md,-123.2173333,40.1528333,32.834
52:02.7,2.51,Central California,reviewed,0,97,nc,24.0,0.01171,0.04,145.0,md,-118.5751667,37.3603333,7.686
47:54.6,2.0,"Mount St. Helens area, Washington",reviewed,0,62,uw,11.0,,0.07,94.0,md,-122.1871667,46.1985,-1.834
31:01.3,2.36,"18km NNW of Truckee, CA",reviewed,0,91,nc,23.0,0.1399,0.1,72.0,md,-120.2428333,39.4781667,6.47
57:30.4,2.32,Central California,reviewed,0,83,nc,56.0,0.02342,0.07,35.0,md,-121.5083333,36.7946667,6.405
09:29.3,2.17,"9km NW of Big Bear Lake, CA",reviewed,0,74,ci,76.0,0.05793,0.18,47.0,ml,-116.9721667,34.3081667,4.706
10:17.9,2.23,"7km WSW of Holtville, CA",reviewed,0,77,ci,24.0,0.01508,0.35,142.0,ml,-115.4503333,32.7905,15.375
58:07.6,2.15,"19km W of Ludlow, CA",reviewed,0,71,ci,15.0,0.1185,0.17,85.0,mc,-116.3721667,34.7146667,3.774
48:07.2,2.59,"76km E of Maneadero, B.C., MX",reviewed,0,103,ci,9.0,1.06,0.54,280.0,mh,-115.7751667,31.5875,6.0
45:55.7,2.17,"18km SW of Ludlow, California",reviewed,0,72,ci,0.0,0.2282,0.132,79.2,ml,-116.295,34.604,1.669
46:46.0,2.47,"21km WNW of Searles Valley, CA",automatic,0,94,ci,24.0,0.02778,0.22,56.0,ml,-117.631,35.8101667,0.28
18:07.9,2.01,"9km S of Princeton, Canada",reviewed,0,62,uw,8.0,0.5838,0.21,201.0,md,-120.5056667,49.3693333,-0.53
26:23.5,3.24,southern Idaho,reviewed,0,162,uu,28.0,0.3252,0.24,75.0,md,-111.6445,42.1173333,-2.03
15:21.2,2.1,"9km WNW of Greenville, California",reviewed,0,68,nc,22.0,0.1865,0.11,81.0,md,-121.0445,40.1848333,1.429
38:10.5,2.48,Central California,reviewed,0,95,nc,5.0,0.5468,0.29,298.0,md,-119.0508333,37.5155,41.185
24:25.2,3.45,"6km E of Point Arena, California",reviewed,0,204,nc,60.0,0.1027,0.15,149.0,ml,-123.6168333,38.9111667,5.88
08:12.8,3.5,"18km NE of Olancha, CA",reviewed,0,190,ci,34.0,0.1646,0.27,51.0,ml,-117.869,36.3943333,2.475
03:38.4,2.15,Northern California,reviewed,0,71,nc,13.0,0.491,0.05,263.0,md,-120.7306667,39.7096667,4.228
38:26.1,2.72,"Long Valley area, California",reviewed,0,114,nc,11.0,0.02883,0.07,153.0,md,-118.9316667,37.6405,1.743
24:05.2,2.19,offshore Northern California,reviewed,0,74,nc,13.0,0.1649,0.09,296.0,md,-124.5466667,40.517,22.609
43:53.7,2.1,"San Francisco Bay area, California",reviewed,0,68,nc,33.0,0.1171,0.08,104.0,md,-121.7868333,37.8436667,8.893
07:17.9,2.88,Northern California,reviewed,0,129,nc,85.0,0.004505,0.07,36.0,md,-122.785,38.8378333,1.75
27:43.0,2.1,"22km SSW of Ludlow, California",reviewed,0,68,ci,0.0,0.1452,0.159,76.0,ml,-116.264,34.545,-0.343
32:53.1,2.1,Utah,reviewed,0,68,uu,14.0,0.1958,0.22,99.0,md,-111.361,38.9698333,9.34
27:47.3,2.08,Utah,reviewed,0,67,uu,19.0,0.03417,0.25,79.0,ml,-112.208,38.4881667,0.7
06:47.1,2.59,Northern California,reviewed,0,103,nc,5.0,0.1901,0.27,248.0,md,-124.3481667,40.3641667,5.259
19:26.6,2.22,Central California,reviewed,0,76,nc,41.0,0.02613,0.05,36.0,md,-121.3031667,36.6775,4.696
55:28.7,2.55,"92km W of Crescent City, CA",reviewed,0,100,nc,23.0,0.9523,0.22,261.0,md,-125.2933333,41.6158333,15.48
38:23.7,2.0,Washington,reviewed,0,62,uw,34.0,0.09573,0.16,49.0,md,-122.0,46.241,-1.157
49:57.7,2.38,"15km E of Desert Hot Springs, California",reviewed,0,87,ci,0.0,,0.212,71.7,mc,-116.342,33.969,5.308
55:05.1,2.57,Northern California,reviewed,0,102,nc,15.0,0.05586,0.22,57.0,md,-122.3785,38.8181667,-0.436
33:30.4,2.48,"21km ESE of Little Lake, CA",automatic,0,95,ci,16.0,0.07616,0.22,74.0,ml,-117.677,35.8901667,9.19
42:42.2,2.3,Central California,reviewed,0,81,nc,41.0,0.01351,0.07,107.0,md,-120.1261667,36.0626667,3.951
03:37.6,2.76,"14km ENE of Ridgecrest, CA",reviewed,0,118,ci,60.0,0.09379,0.14,53.0,ml,-117.5273333,35.664,2.93
35:09.6,3.29,Central California,reviewed,0,167,nc,25.0,0.03964,0.08,69.0,ml,-120.5838333,36.0303333,4.19
24:39.9,2.06,"2km S of Ocotillo, CA",reviewed,0,65,ci,0.0,,0.063,98.7,mc,-115.998,32.714,4.084
32:53.6,2.05,"Long Valley area, California",reviewed,0,65,nc,9.0,0.01441,0.05,84.0,md,-118.8195,37.6323333,-0.776
20:11.1,2.1,"37km ENE of Lucerne Valley, California",reviewed,0,68,ci,0.0,,0.161,63.7,mc,-116.626,34.624,3.97
12:48.1,2.09,"11km E of Mammoth Lakes, California",reviewed,0,67,nc,32.0,0.02793,0.05,62.0,md,-118.847,37.6643333,4.329
47:33.8,2.1,"31km NW of Kernville, CA",reviewed,0,68,ci,25.0,0.2397,0.19,86.0,ml,-118.6438333,35.9673333,10.94
16:49.9,2.16,"1km WNW of Manhattan, Montana",reviewed,0,72,mb,26.0,0.304,0.19,89.0,ml,-111.3513333,45.8626667,4.55
06:10.3,2.87,"6km N of Brawley, CA",reviewed,0,127,ci,40.0,0.06912,0.18,48.0,ml,-115.537,33.0285,3.639
43:15.0,2.08,"5km N of Big Bear City, CA",reviewed,0,67,ci,28.0,0.04341,0.16,60.3,ml,-116.8395,34.3056667,4.998
31:47.1,2.26,"15km WSW of Delta, B.C., MX",reviewed,0,79,ci,18.0,0.1314,0.24,220.0,ml,-115.333,32.2898333,3.391
03:29.3,2.1,"Mount St. Helens area, Washington",reviewed,0,68,uw,15.0,,0.2,73.0,md,-122.1888333,46.2016667,-1.272
23:22.0,2.3,Nevada,reviewed,0,81,nn,11.0,0.183,0.0785,145.13,ml,-118.2188,37.8341,6.2
49:50.5,2.86,Northern California,reviewed,0,126,nc,44.0,0.1441,0.05,63.0,md,-122.7876667,39.324,9.904
30:00.7,2.57,"12km ENE of Ridgecrest, California",reviewed,0,102,ci,0.0,,0.198,132.2,mc,-117.559,35.669,2.514
15:14.3,3.6,"Mount St. Helens area, Washington",reviewed,0,199,uw,41.0,,0.23,46.0,md,-122.189,46.197,-1.064
52:50.5,2.08,"7km N of Westmorland, CA",reviewed,0,67,ci,32.0,0.05762,0.27,61.0,mc,-115.6248333,33.0961667,10.094
38:25.4,2.3,"14km NNE of Barstow, California",reviewed,0,81,ci,0.0,,0.164,60.6,mc,-116.969,35.014,-1.07
24:26.3,4.41,"7km NE of Aguanga, CA",reviewed,1,789,ci,170.0,0.0352,0.24,12.0,mw,-116.8033333,33.4771667,1.89
21:22.2,2.0,"9km ENE of Coso Junction, California",reviewed,0,62,ci,32.0,0.0345,0.19,35.0,ml,-117.855,36.0831667,1.122
10:14.9,2.48,Central California,reviewed,0,95,nc,66.0,0.03514,0.12,31.0,md,-121.2083333,36.6068333,6.521
04:11.5,2.64,Northern California,reviewed,0,107,nc,26.0,0.00991,0.07,78.0,md,-122.8005,38.8168333,3.37
22:07.2,2.08,"13km S of Joshua Tree, California",reviewed,0,67,ci,0.0,0.09566,0.149,80.4,mc,-116.322,34.019,5.489
38:14.0,2.61,"22km SSW of Ludlow, California",reviewed,0,105,ci,0.0,,0.127,77.8,ml,-116.246,34.541,-0.591
44:48.2,2.31,"10km S of Seal Beach, CA",reviewed,0,84,ci,28.0,0.1392,0.14,188.0,ml,-118.1036667,33.6466667,10.941
32:40.1,2.9,"20km NNE of Inyokern, CA",reviewed,0,129,ci,32.0,,0.19,64.0,ml,-117.7323333,35.8186667,3.31
13:41.8,2.39,Central California,reviewed,0,88,nc,86.0,0.1288,0.16,34.0,md,-120.5256667,36.3435,15.234
53:28.3,2.19,"12km SSW of Searles Valley, CA",automatic,0,74,ci,22.0,0.09183,0.17,125.0,ml,-117.4743333,35.678,2.37
47:32.5,2.14,Utah,reviewed,0,70,uu,11.0,0.1061,0.24,188.0,md,-110.72,39.7373333,1.72
09:08.7,2.61,"43km ENE of Ensenada, B.C., MX",reviewed,0,105,ci,11.0,,0.21,277.0,ml,-116.2333333,32.0746667,5.57
37:49.4,2.65,"8km W of Holtville, CA",reviewed,0,108,ci,26.0,0.0254,0.26,54.0,ml,-115.4675,32.8238333,10.01
46:44.7,2.3,Northern California,reviewed,0,81,nc,33.0,0.03694,0.06,56.0,md,-122.774,38.8408333,1.194
09:01.5,2.1,"4km NNW of Challis, Idaho",automatic,0,68,mb,19.0,0.6449904,0.31,86.39999309,mc,-114.2461,44.5446,15.1
09:42.3,2.57,"10km S of Alberto Oviedo Mota, B.C., MX",reviewed,0,102,ci,12.0,0.1878,0.2,259.0,ml,-115.1836667,32.138,17.419
45:50.6,2.08,Northern California,reviewed,0,67,nc,17.0,0.02973,0.05,95.0,md,-123.545,39.6816667,2.152
33:40.8,2.7,Nevada,reviewed,0,112,nn,12.0,0.164,0.0951,141.57,ml,-117.3714,37.1626,11.5
45:53.7,2.35,"9km N of Victorville, CA",reviewed,0,85,ci,0.0,,0.303,0.0,mc,-117.3,34.62,-0.917
18:27.9,2.41,"Long Valley area, California",reviewed,0,89,nc,15.0,0.01351,0.02,61.0,md,-118.9196667,37.6471667,4.904
06:38.9,2.26,"17km NNE of Inyokern, CA",reviewed,0,79,ci,23.0,0.04452,0.18,53.0,mc,-117.7216667,35.7815,7.02
53:11.0,2.03,"8km NW of Alberto Oviedo Mota, B.C., MX",reviewed,0,63,ci,0.0,0.5127,0.295,233.1,mc,-115.241,32.273,5.997
02:24.7,2.26,Central California,reviewed,0,79,nc,51.0,0.04685,0.06,58.0,md,-121.0436667,36.4675,6.774
40:45.8,2.23,"40km NE of Kanab, Utah",reviewed,0,77,uu,12.0,0.327,0.26,177.0,ml,-112.1643333,37.265,7.52
53:49.5,2.34,"7km NW of American Canyon, California",reviewed,0,85,nc,117.0,0.02342,0.15,48.0,md,-122.3283333,38.2191667,7.693
22:00.0,3.61,Central California,reviewed,0,209,nc,92.0,0.06757,0.07,33.0,mw,-121.2025,36.6011667,6.462
45:32.9,2.28,"14km WNW of Westmorland, CA",reviewed,0,80,ci,0.0,,0.123,122.9,mc,-115.759,33.091,0.409
50:28.4,2.22,"39km ENE of Ensenada, B.C., MX",reviewed,0,76,ci,9.0,0.7189,0.14,293.0,ml,-116.2185,31.9451667,6.599
57:42.5,2.06,Northern California,reviewed,0,65,nc,21.0,0.08378,0.11,48.0,md,-123.2543333,39.371,4.529
19:17.6,3.02,"37km E of Ensenada, B.C., MX",reviewed,0,140,ci,0.0,,0.294,166.7,mc,-116.226,31.89,5.455
47:49.7,2.23,Northern California,reviewed,0,77,nc,41.0,0.07658,0.17,44.0,md,-122.4336667,38.719,5.886
04:06.5,2.87,Northern California,reviewed,0,127,nc,13.0,0.06216,0.04,92.0,md,-122.67,38.4806667,7.997
14:59.2,2.48,"40km SW of Ferndale, California",reviewed,0,95,nc,28.0,0.2396,0.15,249.0,md,-124.5978333,40.3105,19.33
52:13.9,2.2,Nevada,reviewed,0,74,nn,9.0,0.039,0.1238,98.55,ml,-118.7216,38.4407,3.2
57:07.1,2.22,"17km NW of Morongo Valley, California",reviewed,0,76,ci,0.0,,0.168,41.8,mc,-116.722,34.14,4.094
13:40.4,2.91,Central California,reviewed,0,130,nc,13.0,0.04955,0.04,111.0,md,-118.8125,37.542,2.55
30:28.9,2.87,"23km SE of Kettleman City, California",reviewed,0,127,nc,111.0,0.2342,0.23,53.0,md,-119.7938333,35.8463333,7.176
59:51.4,2.13,"20 km WNW of Stanley, Idaho",reviewed,0,70,mb,13.0,0.254,0.19,71.0,ml,-115.1745,44.2818333,9.67
20:01.2,2.0,"19km S of Ocotillo Wells, CA",reviewed,0,62,ci,10.0,0.1367,0.4,144.0,mh,-116.0936667,32.975,10.12
32:19.2,2.06,"18km NE of Upper Lake, California",reviewed,0,65,nc,36.0,0.2559,0.13,83.0,md,-122.7556667,39.2786667,8.48
10:31.2,2.36,"38km NE of Trona, CA",reviewed,0,86,ci,38.0,0.1285,0.14,49.0,ml,-117.0271667,35.9571667,2.07
20:53.1,2.79,offshore Northern California,reviewed,0,120,nc,46.0,0.1009,0.05,89.0,md,-122.5963333,37.8218333,2.787
03:52.5,2.23,"9km NE of Mammoth Lakes, CA",reviewed,0,77,ci,0.0,,0.14,197.0,mh,-118.902,37.684,3.904
27:40.7,4.3,"79km W of Ferndale, California",reviewed,0,284,us,,0.904,1.24,231.0,ml,-125.201,40.6583,10.0
26:46.9,2.5,"17km ESE of Ocotillo, CA",reviewed,0,96,ci,27.0,0.02954,0.15,79.0,ml,-115.8186667,32.6811667,9.865
23:03.9,2.55,"50km SSW of San Clemente Is. (SE tip), CA",reviewed,0,100,ci,0.0,0.9816,0.193,289.6,mh,-118.624,32.44,6.0
57:11.6,2.83,western Montana,reviewed,0,123,uu,17.0,0.01321,0.22,170.0,md,-111.2113333,44.7431667,12.51
36:53.9,2.23,Central California,reviewed,0,77,nc,30.0,0.08198,0.08,58.0,md,-120.1996667,36.1355,10.558
28:03.9,2.0,"Puget Sound region, Washington",reviewed,0,62,uw,10.0,0.05736,0.24,139.0,md,-122.7633333,47.5248333,9.897
28:55.3,2.06,"29km SE of Bodie, CA",reviewed,0,65,nc,29.0,0.2863,0.06,108.0,md,-118.7566667,38.0446667,4.3
42:59.3,2.91,"27km E of Mammoth Lakes, CA",reviewed,0,130,ci,3.0,0.662,0.46,332.0,ml,-118.6695,37.617,6.0
45:43.0,2.47,"8km WSW of Avalon, CA",reviewed,0,94,ci,0.0,,0.057,130.3,mc,-118.411,33.323,7.198
01:55.6,2.38,"27km S of Tecopa, CA",reviewed,0,87,ci,0.0,,0.103,234.3,mc,-116.26,35.609,5.221
44:55.3,2.0,"9km S of Furnace Creek, California",reviewed,0,62,ci,5.0,0.2256,0.08,266.0,mh,-116.8323333,36.3698333,5.939
08:12.5,2.31,"San Francisco Bay area, California",reviewed,0,82,nc,99.0,0.02342,0.1,140.0,md,-122.5121667,37.564,9.069
55:51.4,2.04,Northern California,reviewed,0,64,nc,20.0,0.04414,0.03,35.0,md,-122.821,38.8425,0.879
28:14.5,2.01,"13km WNW of Toms Place, CA",reviewed,0,62,nc,38.0,0.01728,0.04,71.0,md,-118.8178333,37.6048333,4.17
52:19.9,2.27,Central California,reviewed,0,79,nc,34.0,0.1477,0.07,99.0,md,-118.8711667,38.0508333,6.472
39:47.0,2.0,"8km ENE of Desert Hot Springs, CA",reviewed,0,62,ci,,,,,mh,-116.4231667,33.9976667,6.33
35:20.8,2.34,"4km ESE of Delta, B.C., MX",reviewed,0,84,ci,8.0,0.4241,0.41,220.0,ml,-115.1508333,32.3376667,5.947
00:54.8,2.64,offshore Northern California,reviewed,0,107,nc,13.0,0.1252,0.06,249.0,md,-124.461,40.3935,16.45
38:14.4,2.74,"19km ESE of Little Lake, CA",reviewed,0,116,ci,12.0,0.1078,0.06,136.0,ml,-117.7108333,35.8741667,3.03
05:03.6,2.19,"28km E of King City, California",reviewed,0,74,nc,76.0,0.02703,0.08,74.0,md,-120.8075,36.2423333,6.69
47:29.3,2.03,"62km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,63,ci,7.0,0.7405,0.31,312.0,ml,-115.7068333,31.9068333,5.936
51:39.9,2.6,Oregon,reviewed,0,104,uw,15.0,,0.57,115.0,md,-120.264,42.0786667,9.655
54:29.1,2.4,"33 km SE of Mina, Nevada",reviewed,0,89,nn,28.0,0.031,0.1135,48.47,ml,-117.8351,38.175,4.4
43:26.5,2.07,Central California,reviewed,0,66,nc,39.0,0.05676,0.07,64.0,md,-120.9555,36.3696667,5.601
04:12.5,2.2,"18km N of Yucca Valley, California",reviewed,0,74,ci,0.0,,0.181,59.2,mc,-116.412,34.272,-0.91
25:02.8,2.07,"15km ESE of Ocotillo, CA",reviewed,0,66,ci,34.0,0.02771,0.23,53.0,ml,-115.8416667,32.6936667,8.62
42:41.4,2.39,Utah,reviewed,0,88,uu,22.0,0.04218,0.2,78.0,ml,-112.2006667,38.4743333,-0.45
03:34.8,2.16,"5km SSW of Morongo Valley, CA",reviewed,0,72,ci,0.0,,0.084,68.4,mc,-116.599,34.001,9.678
52:37.6,2.12,Central California,reviewed,0,69,nc,35.0,0.07117,0.06,113.0,md,-120.88,36.7895,4.471
35:44.8,2.3,Central California,reviewed,0,81,nc,15.0,0.02072,0.11,69.0,md,-121.152,36.6556667,9.063
07:59.1,2.58,"14km ESE of Mammoth Lakes, California",reviewed,0,102,nc,32.0,0.01802,0.04,53.0,md,-118.8198333,37.6068333,8.761
56:37.5,2.23,"10km N of Yucca Valley, California",reviewed,0,77,ci,0.0,,0.201,163.6,mc,-116.434,34.202,2.033
43:50.0,2.36,"12km WNW of Calipatria, CA",reviewed,0,86,ci,38.0,0.08932,0.33,36.0,mc,-115.6275,33.1688333,5.064
26:27.2,2.52,"20km SE of Bodfish, California",reviewed,0,98,ci,0.0,,0.174,41.0,ml,-118.323,35.472,2.316
53:30.4,2.2,Nevada,reviewed,0,74,nn,7.0,0.461,0.2733,147.98,ml,-119.7304,40.3993,0.0
07:05.4,2.01,"5km W of Greenville, California",reviewed,0,62,nc,21.0,0.04595,0.04,76.0,md,-121.0191667,40.1423333,3.322
35:50.4,2.27,Northern California,reviewed,0,79,nc,16.0,0.2027,0.13,65.0,md,-122.9508333,40.1241667,39.667
33:00.2,2.18,"69km ESE of Cascade, Idaho",reviewed,0,73,mb,5.0,0.917,0.13,116.0,ml,-115.1996667,44.3691667,5.46
14:09.3,2.6,"15 km SW of Stanley, Idaho",reviewed,0,104,us,,0.749,0.92,63.0,ml,-115.0896,44.1311,10.0
15:17.9,2.74,"21km WNW of Ludlow, CA",reviewed,0,116,ci,28.0,,0.14,62.0,ml,-116.372,34.8011667,1.461
51:14.5,2.27,southern Idaho,reviewed,0,79,uu,17.0,0.3416,0.28,156.0,ml,-111.5768333,42.4225,4.82
22:45.1,2.79,"8km W of Calipatria, CA",reviewed,0,120,ci,36.0,,0.28,41.0,mc,-115.5976667,33.117,13.764
57:11.5,2.71,Northern California,reviewed,0,113,nc,15.0,0.07658,0.11,95.0,md,-121.5155,39.409,6.934
23:09.2,2.65,offshore Northern California,reviewed,0,108,nc,20.0,0.7595,0.18,298.0,md,-125.1695,40.8938333,1.892
05:38.8,2.14,Northern California,reviewed,0,70,nc,17.0,0.1216,0.09,141.0,md,-122.7421667,39.8078333,-0.723
37:18.8,2.28,"27km SSW of Ludlow, California",reviewed,0,80,ci,0.0,,0.101,95.3,ml,-116.264,34.493,-0.031
46:22.7,2.5,"38 km SE of Mina, Nevada",reviewed,0,96,nn,25.0,0.035,0.1164,70.89,ml,-117.7533,38.193,12.2
55:37.5,2.4,"Mount St. Helens area, Washington",reviewed,0,89,uw,15.0,,0.15,114.0,md,-122.1895,46.1955,-1.793
32:23.5,3.53,"6km SE of Ontario, CA",reviewed,0,632,ci,126.0,,0.24,15.0,ml,-117.588,34.0101667,4.187
00:24.9,3.01,Central California,reviewed,0,139,nc,37.0,0.08288,0.05,82.0,md,-118.4576667,37.539,9.169
