Date,Hs,Hs_hat
14/02/2007 16:30,0.94,0.282
14/02/2007 17:30,0.16,0.048
14/02/2007 18:30,0.2,0.06
14/02/2007 19:30,0.23,0.069
14/02/2007 20:30,0.23,0.069
14/02/2007 21:30,0.31,0.093
14/02/2007 22:30,0.47,0.141
14/02/2007 23:30,0.43,0.129
15/02/2007 00:30,0.55,0.165
15/02/2007 01:30,0.55,0.165
15/02/2007 02:30,0.51,0.153
15/02/2007 03:30,0.51,0.153
15/02/2007 04:30,0.51,0.153
15/02/2007 05:30,0.51,0.153
15/02/2007 06:30,0.51,0.153
15/02/2007 07:30,0.55,0.165
15/02/2007 08:30,0.63,0.189
15/02/2007 09:30,0.66,0.198
15/02/2007 10:30,0.66,0.198
15/02/2007 11:30,0.82,0.246
15/02/2007 12:30,0.82,0.246
15/02/2007 13:30,0.78,0.234
15/02/2007 14:30,0.74,0.222
15/02/2007 15:30,0.74,0.222
15/02/2007 16:30,0.78,0.234
15/02/2007 17:30,0.7,0.21
15/02/2007 18:30,0.74,0.222
15/02/2007 19:30,0.7,0.21
15/02/2007 20:30,0.78,0.234
15/02/2007 21:30,0.82,0.246
15/02/2007 22:30,0.98,0.294
15/02/2007 23:30,1.13,0.339
16/02/2007 00:30,1.09,0.327
16/02/2007 01:30,0.9,0.27
16/02/2007 02:30,0.7,0.21
16/02/2007 03:30,0.74,0.222
16/02/2007 04:30,0.7,0.21
16/02/2007 05:30,0.63,0.189
16/02/2007 06:30,0.55,0.165
16/02/2007 07:30,0.51,0.153
16/02/2007 08:30,0.47,0.141
16/02/2007 09:30,0.43,0.129
16/02/2007 10:30,0.43,0.129
16/02/2007 11:30,0.39,0.117
16/02/2007 12:30,0.35,0.105
16/02/2007 13:30,0.31,0.093
16/02/2007 14:30,0.27,0.081
16/02/2007 15:30,0.27,0.081
16/02/2007 16:30,0.23,0.069
16/02/2007 17:30,0.2,0.06
16/02/2007 18:30,0.2,0.06
16/02/2007 19:30,0.16,0.048
16/02/2007 20:30,0.16,0.048
16/02/2007 21:30,0.16,0.048
16/02/2007 22:30,0.12,0.036
16/02/2007 23:30,0.12,0.036
17/02/2007 00:30,0.12,0.036
17/02/2007 01:30,0.08,0.024
17/02/2007 02:30,0.12,0.036
17/02/2007 03:30,0.12,0.036
17/02/2007 04:30,0.12,0.036
17/02/2007 05:30,0.12,0.036
17/02/2007 06:30,0.2,0.06
17/02/2007 07:30,0.23,0.069
17/02/2007 08:30,0.35,0.105
17/02/2007 09:30,0.43,0.129
17/02/2007 10:30,0.39,0.117
17/02/2007 11:30,0.51,0.153
17/02/2007 12:30,0.51,0.153
17/02/2007 13:30,0.74,0.222
17/02/2007 14:30,0.74,0.222
17/02/2007 15:30,0.434260406,0.130278122
17/02/2007 16:30,0.78,0.234
17/02/2007 17:30,0.82,0.246
17/02/2007 18:30,0.86,0.258
17/02/2007 19:30,0.98,0.294
17/02/2007 20:30,1.13,0.339
17/02/2007 21:30,1.25,0.375
17/02/2007 22:30,1.52,0.456
17/02/2007 23:30,1.64,0.492
18/02/2007 00:30,1.37,0.411
18/02/2007 01:30,1.33,0.399
18/02/2007 02:30,1.25,0.375
18/02/2007 03:30,1.09,0.327
18/02/2007 04:30,0.98,0.294
18/02/2007 05:30,0.82,0.246
18/02/2007 06:30,0.434260406,0.130278122
18/02/2007 07:30,0.63,0.189
18/02/2007 08:30,0.66,0.198
18/02/2007 09:30,0.66,0.198
18/02/2007 10:30,0.63,0.189
18/02/2007 11:30,0.59,0.177
18/02/2007 12:30,0.59,0.177
18/02/2007 13:30,0.59,0.177
18/02/2007 14:30,0.51,0.153
18/02/2007 15:30,0.47,0.141
18/02/2007 16:30,0.43,0.129
18/02/2007 17:30,0.43,0.129
18/02/2007 18:30,0.43,0.129
18/02/2007 19:30,0.39,0.117
18/02/2007 20:30,0.35,0.105
18/02/2007 21:30,0.434260406,0.130278122
18/02/2007 22:30,0.35,0.105
18/02/2007 23:30,0.35,0.105
19/02/2007 00:30,0.27,0.081
19/02/2007 01:30,0.27,0.081
19/02/2007 02:30,0.23,0.069
19/02/2007 03:30,0.23,0.069
19/02/2007 04:30,0.23,0.069
19/02/2007 05:30,0.2,0.06
19/02/2007 06:30,0.16,0.048
19/02/2007 07:30,0.16,0.048
19/02/2007 08:30,0.16,0.048
19/02/2007 09:30,0.16,0.048
19/02/2007 10:30,0.16,0.048
19/02/2007 11:30,0.12,0.036
19/02/2007 12:30,0.434260406,0.130278122
19/02/2007 13:30,0.12,0.036
19/02/2007 14:30,0.16,0.048
19/02/2007 15:30,0.16,0.048
19/02/2007 16:30,0.23,0.069
19/02/2007 17:30,0.31,0.093
19/02/2007 18:30,0.31,0.093
19/02/2007 19:30,0.35,0.105
19/02/2007 20:30,0.35,0.105
19/02/2007 21:30,0.27,0.081
19/02/2007 22:30,0.31,0.093
19/02/2007 23:30,0.27,0.081
20/02/2007 00:30,0.27,0.081
20/02/2007 01:30,0.23,0.069
20/02/2007 02:30,0.35,0.105
20/02/2007 03:30,0.434260406,0.130278122
20/02/2007 04:30,0.35,0.105
20/02/2007 05:30,0.43,0.129
20/02/2007 06:30,0.51,0.153
20/02/2007 07:30,0.51,0.153
20/02/2007 08:30,0.55,0.165
20/02/2007 09:30,0.7,0.21
20/02/2007 10:30,0.82,0.246
20/02/2007 11:30,0.82,0.246
20/02/2007 12:30,0.9,0.27
20/02/2007 13:30,0.9,0.27
20/02/2007 14:30,1.02,0.306
20/02/2007 15:30,1.02,0.306
20/02/2007 16:30,1.02,0.306
20/02/2007 17:30,1.29,0.387
20/02/2007 18:30,1.25,0.375
20/02/2007 19:30,1.33,0.399
20/02/2007 20:30,1.52,0.456
20/02/2007 21:30,1.72,0.516
20/02/2007 22:30,1.68,0.504
20/02/2007 23:30,1.91,0.573
21/02/2007 00:30,1.68,0.504
21/02/2007 01:30,1.6,0.48
21/02/2007 02:30,1.52,0.456
21/02/2007 03:30,1.45,0.435
21/02/2007 04:30,1.29,0.387
21/02/2007 05:30,1.25,0.375
21/02/2007 06:30,1.13,0.339
21/02/2007 07:30,1.02,0.306
21/02/2007 08:30,0.98,0.294
21/02/2007 09:30,0.9,0.27
21/02/2007 10:30,0.82,0.246
21/02/2007 11:30,0.9,0.27
21/02/2007 12:30,0.74,0.222
21/02/2007 13:30,0.74,0.222
21/02/2007 14:30,0.7,0.21
21/02/2007 15:30,0.7,0.21
21/02/2007 16:30,0.63,0.189
21/02/2007 17:30,0.7,0.21
21/02/2007 18:30,0.7,0.21
21/02/2007 19:30,0.78,0.234
21/02/2007 20:30,0.78,0.234
21/02/2007 21:30,0.82,0.246
21/02/2007 22:30,0.9,0.27
21/02/2007 23:30,0.94,0.282
22/02/2007 00:30,0.98,0.294
22/02/2007 01:30,1.05,0.315
22/02/2007 02:30,0.94,0.282
22/02/2007 03:30,0.82,0.246
22/02/2007 04:30,0.7,0.21
22/02/2007 05:30,0.63,0.189
22/02/2007 06:30,0.55,0.165
22/02/2007 07:30,0.51,0.153
22/02/2007 08:30,0.47,0.141
22/02/2007 09:30,0.47,0.141
22/02/2007 10:30,0.47,0.141
22/02/2007 11:30,0.51,0.153
22/02/2007 12:30,0.43,0.129
22/02/2007 13:30,0.39,0.117
22/02/2007 14:30,0.43,0.129
22/02/2007 15:30,0.39,0.117
22/02/2007 16:30,0.35,0.105
22/02/2007 17:30,0.39,0.117
22/02/2007 18:30,0.39,0.117
22/02/2007 19:30,0.35,0.105
22/02/2007 20:30,0.35,0.105
22/02/2007 21:30,0.31,0.093
22/02/2007 22:30,0.27,0.081
22/02/2007 23:30,0.27,0.081
23/02/2007 00:30,0.23,0.069
23/02/2007 01:30,0.2,0.06
23/02/2007 02:30,0.2,0.06
23/02/2007 03:30,0.2,0.06
23/02/2007 04:30,0.23,0.069
23/02/2007 05:30,0.27,0.081
23/02/2007 06:30,0.23,0.069
23/02/2007 07:30,0.16,0.048
23/02/2007 08:30,0.16,0.048
23/02/2007 09:30,0.12,0.036
23/02/2007 10:30,0.12,0.036
23/02/2007 11:30,0.08,0.024
23/02/2007 12:30,0.12,0.036
23/02/2007 13:30,0.12,0.036
23/02/2007 14:30,0.08,0.024
23/02/2007 15:30,0.2,0.06
23/02/2007 16:30,0.2,0.06
23/02/2007 17:30,0.43,0.129
23/02/2007 18:30,0.39,0.117
23/02/2007 19:30,0.35,0.105
23/02/2007 20:30,0.39,0.117
23/02/2007 21:30,0.35,0.105
23/02/2007 22:30,0.35,0.105
23/02/2007 23:30,0.39,0.117
24/02/2007 00:30,0.35,0.105
24/02/2007 01:30,0.31,0.093
24/02/2007 02:30,0.35,0.105
24/02/2007 03:30,0.31,0.093
24/02/2007 04:30,0.31,0.093
24/02/2007 05:30,0.31,0.093
24/02/2007 06:30,0.31,0.093
24/02/2007 07:30,0.31,0.093
24/02/2007 08:30,0.31,0.093
24/02/2007 09:30,0.35,0.105
24/02/2007 10:30,0.27,0.081
24/02/2007 11:30,0.27,0.081
24/02/2007 12:30,0.23,0.069
24/02/2007 13:30,0.23,0.069
24/02/2007 14:30,0.27,0.081
24/02/2007 15:30,0.23,0.069
24/02/2007 16:30,0.2,0.06
24/02/2007 17:30,0.2,0.06
24/02/2007 18:30,0.16,0.048
24/02/2007 19:30,0.16,0.048
24/02/2007 20:30,0.2,0.06
24/02/2007 21:30,0.2,0.06
24/02/2007 22:30,0.2,0.06
24/02/2007 23:30,0.2,0.06
25/02/2007 00:30,0.2,0.06
25/02/2007 01:30,0.2,0.06
25/02/2007 02:30,0.23,0.069
25/02/2007 03:30,0.23,0.069
25/02/2007 04:30,0.23,0.069
25/02/2007 05:30,0.23,0.069
25/02/2007 06:30,0.23,0.069
25/02/2007 07:30,0.2,0.06
25/02/2007 08:30,0.2,0.06
25/02/2007 09:30,0.16,0.048
25/02/2007 10:30,0.16,0.048
25/02/2007 11:30,0.12,0.036
25/02/2007 12:30,0.12,0.036
25/02/2007 13:30,0.12,0.036
25/02/2007 14:30,0.12,0.036
25/02/2007 15:30,0.12,0.036
25/02/2007 16:30,0.08,0.024
25/02/2007 17:30,0.16,0.048
25/02/2007 18:30,0.31,0.093
25/02/2007 19:30,0.27,0.081
25/02/2007 20:30,0.27,0.081
25/02/2007 21:30,0.39,0.117
25/02/2007 22:30,0.35,0.105
25/02/2007 23:30,0.31,0.093
26/02/2007 00:30,0.31,0.093
26/02/2007 01:30,0.31,0.093
26/02/2007 02:30,0.31,0.093
26/02/2007 03:30,0.31,0.093
26/02/2007 04:30,0.31,0.093
26/02/2007 05:30,0.35,0.105
26/02/2007 06:30,0.31,0.093
26/02/2007 07:30,0.31,0.093
26/02/2007 08:30,0.31,0.093
26/02/2007 09:30,0.27,0.081
26/02/2007 10:30,0.27,0.081
26/02/2007 11:30,0.31,0.093
26/02/2007 12:30,0.27,0.081
26/02/2007 13:30,0.23,0.069
26/02/2007 14:30,0.23,0.069
26/02/2007 15:30,0.2,0.06
26/02/2007 16:30,0.2,0.06
26/02/2007 17:30,0.2,0.06
26/02/2007 18:30,0.23,0.069
26/02/2007 19:30,0.23,0.069
26/02/2007 20:30,0.2,0.06
26/02/2007 21:30,0.2,0.06
26/02/2007 22:30,0.2,0.06
26/02/2007 23:30,0.23,0.069
27/02/2007 00:30,0.51,0.153
27/02/2007 01:30,0.78,0.234
27/02/2007 02:30,0.78,0.234
27/02/2007 03:30,1.09,0.327
27/02/2007 04:30,1.09,0.327
27/02/2007 05:30,0.98,0.294
27/02/2007 06:30,1.09,0.327
27/02/2007 07:30,1.09,0.327
27/02/2007 08:30,1.13,0.339
27/02/2007 09:30,1.09,0.327
27/02/2007 10:30,1.09,0.327
27/02/2007 11:30,1.05,0.315
27/02/2007 12:30,0.9,0.27
27/02/2007 13:30,0.9,0.27
27/02/2007 14:30,0.78,0.234
27/02/2007 15:30,0.82,0.246
27/02/2007 16:30,0.86,0.258
27/02/2007 17:30,0.82,0.246
27/02/2007 18:30,1.02,0.306
27/02/2007 19:30,0.434260406,0.130278122
27/02/2007 20:30,1.17,0.351
27/02/2007 21:30,1.52,0.456
27/02/2007 22:30,1.6,0.48
27/02/2007 23:30,1.72,0.516
28/02/2007 00:30,1.64,0.492
28/02/2007 01:30,1.56,0.468
28/02/2007 02:30,1.37,0.411
28/02/2007 03:30,1.25,0.375
28/02/2007 04:30,1.25,0.375
28/02/2007 05:30,1.21,0.363
28/02/2007 06:30,1.13,0.339
28/02/2007 07:30,1.02,0.306
28/02/2007 08:30,0.94,0.282
28/02/2007 09:30,0.98,0.294
28/02/2007 10:30,0.434260406,0.130278122
28/02/2007 11:30,0.94,0.282
28/02/2007 12:30,0.9,0.27
28/02/2007 13:30,0.9,0.27
28/02/2007 14:30,1.02,0.306
28/02/2007 15:30,1.02,0.306
28/02/2007 16:30,1.05,0.315
28/02/2007 17:30,0.98,0.294
28/02/2007 18:30,1.09,0.327
28/02/2007 19:30,1.17,0.351
28/02/2007 20:30,1.13,0.339
28/02/2007 21:30,1.29,0.387
28/02/2007 22:30,1.29,0.387
28/02/2007 23:30,1.29,0.387
03/01/2007 00:30,1.13,0.339
03/01/2007 01:30,1.02,0.306
03/01/2007 02:30,0.82,0.246
03/01/2007 03:30,0.66,0.198
03/01/2007 04:30,0.55,0.165
03/01/2007 05:30,0.51,0.153
03/01/2007 06:30,0.43,0.129
03/01/2007 07:30,0.43,0.129
03/01/2007 08:30,0.43,0.129
03/01/2007 09:30,0.47,0.141
03/01/2007 10:30,0.47,0.141
03/01/2007 11:30,0.51,0.153
03/01/2007 12:30,0.47,0.141
03/01/2007 13:30,0.39,0.117
03/01/2007 14:30,0.35,0.105
03/01/2007 15:30,0.27,0.081
03/01/2007 16:30,0.31,0.093
03/01/2007 17:30,0.27,0.081
03/01/2007 18:30,0.23,0.069
03/01/2007 19:30,0.23,0.069
03/01/2007 20:30,0.23,0.069
03/01/2007 21:30,0.16,0.048
03/01/2007 22:30,0.16,0.048
03/01/2007 23:30,0.16,0.048
03/02/2007 00:30,0.16,0.048
03/02/2007 01:30,0.23,0.069
03/02/2007 02:30,0.23,0.069
03/02/2007 03:30,0.2,0.06
03/02/2007 04:30,0.2,0.06
03/02/2007 05:30,0.2,0.06
03/02/2007 06:30,0.16,0.048
03/02/2007 07:30,0.12,0.036
03/02/2007 08:30,0.12,0.036
03/02/2007 09:30,0.12,0.036
03/02/2007 10:30,0.12,0.036
03/02/2007 11:30,0.12,0.036
03/02/2007 12:30,0.12,0.036
03/02/2007 13:30,0.12,0.036
03/02/2007 14:30,0.12,0.036
03/02/2007 15:30,0.12,0.036
03/02/2007 16:30,0.12,0.036
03/02/2007 17:30,0.12,0.036
03/02/2007 18:30,0.12,0.036
03/02/2007 19:30,0.12,0.036
03/02/2007 20:30,0.12,0.036
03/02/2007 21:30,0.12,0.036
03/02/2007 22:30,0.12,0.036
03/02/2007 23:30,0.12,0.036
03/03/2007 00:30,0.12,0.036
03/03/2007 01:30,0.12,0.036
03/03/2007 02:30,0.12,0.036
03/03/2007 03:30,0.12,0.036
03/03/2007 04:30,0.12,0.036
03/03/2007 05:30,0.12,0.036
03/03/2007 06:30,0.12,0.036
03/03/2007 07:30,0.12,0.036
03/03/2007 08:30,0.12,0.036
03/03/2007 09:30,0.12,0.036
03/03/2007 10:30,0.12,0.036
03/03/2007 11:30,0.12,0.036
03/03/2007 12:30,0.12,0.036
03/03/2007 13:30,0.12,0.036
03/03/2007 14:30,0.12,0.036
03/03/2007 15:30,0.12,0.036
03/03/2007 16:30,0.12,0.036
03/03/2007 17:30,0.12,0.036
03/03/2007 18:30,0.12,0.036
03/03/2007 19:30,0.12,0.036
03/03/2007 20:30,0.12,0.036
03/03/2007 21:30,0.12,0.036
03/03/2007 22:30,0.12,0.036
03/03/2007 23:30,0.12,0.036
03/04/2007 00:30,0.12,0.036
03/04/2007 01:30,0.12,0.036
03/04/2007 02:30,0.12,0.036
03/04/2007 03:30,0.12,0.036
03/04/2007 04:30,0.12,0.036
03/04/2007 05:30,0.12,0.036
03/04/2007 06:30,0.12,0.036
03/04/2007 07:30,0.12,0.036
03/04/2007 08:30,0.12,0.036
03/04/2007 09:30,0.12,0.036
03/04/2007 10:30,0.12,0.036
03/04/2007 11:30,0.12,0.036
03/04/2007 12:30,0.12,0.036
03/04/2007 13:30,0.12,0.036
03/04/2007 14:30,0.12,0.036
03/04/2007 15:30,0.12,0.036
03/04/2007 16:30,0.12,0.036
03/04/2007 17:30,0.12,0.036
03/04/2007 18:30,0.12,0.036
03/04/2007 19:30,0.12,0.036
03/04/2007 20:30,0.12,0.036
03/04/2007 21:30,0.12,0.036
03/04/2007 22:30,0.12,0.036
03/04/2007 23:30,0.12,0.036
03/05/2007 00:30,0.12,0.036
03/05/2007 01:30,0.12,0.036
03/05/2007 02:30,0.12,0.036
03/05/2007 03:30,0.12,0.036
03/05/2007 04:30,0.12,0.036
03/05/2007 05:30,0.12,0.036
03/05/2007 06:30,0.12,0.036
03/05/2007 07:30,0.12,0.036
03/05/2007 08:30,0.12,0.036
03/05/2007 09:30,0.12,0.036
03/05/2007 10:30,0.12,0.036
03/05/2007 11:30,0.12,0.036
03/05/2007 12:30,0.12,0.036
03/05/2007 13:30,0.12,0.036
03/05/2007 14:30,0.12,0.036
03/05/2007 15:30,0.12,0.036
03/05/2007 16:30,0.12,0.036
03/05/2007 17:30,0.12,0.036
03/05/2007 18:30,0.12,0.036
03/05/2007 19:30,0.12,0.036
03/05/2007 20:30,0.12,0.036
03/05/2007 21:30,0.12,0.036
03/05/2007 22:30,0.12,0.036
03/05/2007 23:30,0.12,0.036
03/06/2007 00:30,0.12,0.036
03/06/2007 01:30,0.12,0.036
03/06/2007 02:30,0.12,0.036
03/06/2007 03:30,0.12,0.036
03/06/2007 04:30,0.12,0.036
03/06/2007 05:30,0.12,0.036
03/06/2007 06:30,0.12,0.036
03/06/2007 07:30,0.12,0.036
03/06/2007 08:30,0.12,0.036
03/06/2007 09:30,0.12,0.036
03/06/2007 10:30,0.12,0.036
03/06/2007 11:30,0.12,0.036
03/06/2007 12:30,0.12,0.036
03/06/2007 13:30,0.12,0.036
03/06/2007 14:30,0.12,0.036
03/06/2007 15:30,0.12,0.036
03/06/2007 16:30,0.12,0.036
03/06/2007 17:30,0.12,0.036
03/06/2007 18:30,0.12,0.036
03/06/2007 19:30,0.12,0.036
03/06/2007 20:30,0.12,0.036
03/06/2007 21:30,0.12,0.036
03/06/2007 22:30,0.12,0.036
03/06/2007 23:30,0.12,0.036
03/07/2007 00:30,0.12,0.036
03/07/2007 01:30,0.12,0.036
03/07/2007 02:30,0.12,0.036
03/07/2007 03:30,0.12,0.036
03/07/2007 04:30,0.12,0.036
03/07/2007 05:30,0.12,0.036
03/07/2007 06:30,0.12,0.036
03/07/2007 07:30,0.12,0.036
03/07/2007 08:30,0.12,0.036
03/07/2007 09:30,0.12,0.036
03/07/2007 10:30,0.12,0.036
03/07/2007 11:30,0.12,0.036
03/07/2007 12:30,0.12,0.036
03/07/2007 13:30,0.12,0.036
03/07/2007 14:30,0.12,0.036
03/07/2007 15:30,0.12,0.036
03/07/2007 16:30,0.12,0.036
03/07/2007 17:30,0.12,0.036
03/07/2007 18:30,0.12,0.036
03/07/2007 19:30,0.12,0.036
03/07/2007 20:30,0.12,0.036
03/07/2007 21:30,0.12,0.036
03/07/2007 22:30,0.12,0.036
03/07/2007 23:30,0.12,0.036
03/08/2007 00:30,0.12,0.036
03/08/2007 01:30,0.12,0.036
03/08/2007 02:30,0.12,0.036
03/08/2007 03:30,0.12,0.036
03/08/2007 04:30,0.12,0.036
03/08/2007 05:30,0.12,0.036
03/08/2007 06:30,0.12,0.036
03/08/2007 07:30,0.12,0.036
03/08/2007 08:30,0.12,0.036
03/08/2007 09:30,0.12,0.036
03/08/2007 10:30,0.12,0.036
03/08/2007 11:30,0.12,0.036
03/08/2007 12:30,0.12,0.036
03/08/2007 13:30,0.12,0.036
03/08/2007 14:30,0.12,0.036
03/08/2007 15:30,0.12,0.036
03/08/2007 16:30,0.12,0.036
03/08/2007 17:30,0.12,0.036
03/08/2007 18:30,0.12,0.036
03/08/2007 19:30,0.12,0.036
03/08/2007 20:30,0.12,0.036
03/08/2007 21:30,0.12,0.036
03/08/2007 22:30,0.12,0.036
03/08/2007 23:30,0.12,0.036
03/09/2007 00:30,0.12,0.036
03/09/2007 01:30,0.12,0.036
03/09/2007 02:30,0.12,0.036
03/09/2007 03:30,0.12,0.036
03/09/2007 04:30,0.12,0.036
03/09/2007 05:30,0.12,0.036
03/09/2007 06:30,0.12,0.036
03/09/2007 07:30,0.12,0.036
03/09/2007 08:30,0.12,0.036
03/09/2007 09:30,0.12,0.036
03/09/2007 10:30,0.12,0.036
03/09/2007 11:30,0.12,0.036
03/09/2007 12:30,0.12,0.036
03/09/2007 13:30,0.12,0.036
03/09/2007 14:30,0.12,0.036
03/09/2007 15:30,0.12,0.036
03/09/2007 16:30,0.12,0.036
03/09/2007 17:30,0.12,0.036
03/09/2007 18:30,0.12,0.036
03/09/2007 19:30,0.12,0.036
03/09/2007 20:30,0.12,0.036
03/09/2007 21:30,0.12,0.036
03/09/2007 22:30,0.12,0.036
03/09/2007 23:30,0.12,0.036
03/10/2007 00:30,0.12,0.036
03/10/2007 01:30,0.12,0.036
03/10/2007 02:30,0.12,0.036
03/10/2007 03:30,0.12,0.036
03/10/2007 04:30,0.12,0.036
03/10/2007 05:30,0.12,0.036
03/10/2007 06:30,0.12,0.036
03/10/2007 07:30,0.12,0.036
03/10/2007 08:30,0.12,0.036
03/10/2007 09:30,0.12,0.036
03/10/2007 10:30,0.12,0.036
03/10/2007 11:30,0.12,0.036
03/10/2007 12:30,0.12,0.036
03/10/2007 13:30,0.12,0.036
03/10/2007 14:30,0.12,0.036
03/10/2007 15:30,0.12,0.036
03/10/2007 16:30,0.12,0.036
03/10/2007 17:30,0.12,0.036
03/10/2007 18:30,0.12,0.036
03/10/2007 19:30,0.12,0.036
03/10/2007 20:30,0.12,0.036
03/10/2007 21:30,0.12,0.036
03/10/2007 22:30,0.12,0.036
03/10/2007 23:30,0.12,0.036
03/11/2007 00:30,0.12,0.036
03/11/2007 01:30,0.12,0.036
03/11/2007 02:30,0.12,0.036
03/11/2007 03:30,0.12,0.036
03/11/2007 04:30,0.12,0.036
03/11/2007 05:30,0.12,0.036
03/11/2007 06:30,0.12,0.036
03/11/2007 07:30,0.12,0.036
03/11/2007 08:30,0.12,0.036
03/11/2007 09:30,0.12,0.036
03/11/2007 10:30,0.12,0.036
03/11/2007 11:30,0.12,0.036
03/11/2007 12:30,0.12,0.036
03/11/2007 13:30,0.12,0.036
03/11/2007 14:30,0.12,0.036
03/11/2007 15:30,0.12,0.036
03/11/2007 16:30,0.12,0.036
03/11/2007 17:30,0.12,0.036
03/11/2007 18:30,0.12,0.036
03/11/2007 19:30,0.12,0.036
03/11/2007 20:30,0.12,0.036
03/11/2007 21:30,0.12,0.036
03/11/2007 22:30,0.12,0.036
03/11/2007 23:30,0.12,0.036
03/12/2007 00:30,0.12,0.036
03/12/2007 01:30,0.12,0.036
03/12/2007 02:30,0.12,0.036
03/12/2007 03:30,0.12,0.036
03/12/2007 04:30,0.12,0.036
03/12/2007 05:30,0.12,0.036
03/12/2007 06:30,0.12,0.036
03/12/2007 07:30,0.12,0.036
03/12/2007 08:30,0.12,0.036
03/12/2007 09:30,0.12,0.036
03/12/2007 10:30,0.12,0.036
03/12/2007 11:30,0.12,0.036
03/12/2007 12:30,0.12,0.036
03/12/2007 13:30,0.12,0.036
03/12/2007 14:30,0.12,0.036
03/12/2007 15:30,0.12,0.036
03/12/2007 16:30,0.12,0.036
03/12/2007 17:30,0.12,0.036
03/12/2007 18:30,0.12,0.036
03/12/2007 19:30,0.12,0.036
03/12/2007 20:30,0.12,0.036
03/12/2007 21:30,0.12,0.036
03/12/2007 22:30,0.12,0.036
03/12/2007 23:30,0.12,0.036
13/03/2007 00:30,0.12,0.036
13/03/2007 01:30,0.12,0.036
13/03/2007 02:30,0.12,0.036
13/03/2007 03:30,0.12,0.036
13/03/2007 04:30,0.12,0.036
13/03/2007 05:30,0.12,0.036
13/03/2007 06:30,0.12,0.036
13/03/2007 07:30,0.434260406,0.130278122
13/03/2007 08:30,0.12,0.036
13/03/2007 09:30,0.16,0.048
13/03/2007 10:30,0.16,0.048
13/03/2007 11:30,0.16,0.048
13/03/2007 12:30,0.16,0.048
13/03/2007 13:30,0.16,0.048
13/03/2007 14:30,0.23,0.069
13/03/2007 15:30,0.27,0.081
13/03/2007 16:30,0.55,0.165
13/03/2007 17:30,0.66,0.198
13/03/2007 18:30,0.7,0.21
13/03/2007 19:30,0.7,0.21
13/03/2007 20:30,0.66,0.198
13/03/2007 21:30,0.63,0.189
13/03/2007 22:30,0.434260406,0.130278122
13/03/2007 23:30,0.47,0.141
14/03/2007 00:30,0.43,0.129
14/03/2007 01:30,0.35,0.105
14/03/2007 02:30,0.31,0.093
14/03/2007 03:30,0.27,0.081
14/03/2007 04:30,0.27,0.081
14/03/2007 05:30,0.2,0.06
14/03/2007 06:30,0.2,0.06
14/03/2007 07:30,0.23,0.069
14/03/2007 08:30,0.2,0.06
14/03/2007 09:30,0.2,0.06
14/03/2007 10:30,0.16,0.048
14/03/2007 11:30,0.16,0.048
14/03/2007 12:30,0.16,0.048
14/03/2007 13:30,0.16,0.048
14/03/2007 14:30,0.23,0.069
14/03/2007 15:30,0.2,0.06
14/03/2007 16:30,0.23,0.069
14/03/2007 17:30,0.27,0.081
14/03/2007 18:30,0.55,0.165
14/03/2007 19:30,0.63,0.189
14/03/2007 20:30,0.59,0.177
14/03/2007 21:30,0.55,0.165
14/03/2007 22:30,0.55,0.165
14/03/2007 23:30,0.74,0.222
15/03/2007 00:30,0.66,0.198
15/03/2007 01:30,0.74,0.222
15/03/2007 02:30,0.59,0.177
15/03/2007 03:30,0.59,0.177
15/03/2007 04:30,0.55,0.165
15/03/2007 05:30,0.47,0.141
15/03/2007 06:30,0.51,0.153
15/03/2007 07:30,0.55,0.165
15/03/2007 08:30,0.47,0.141
15/03/2007 09:30,0.47,0.141
15/03/2007 10:30,0.51,0.153
15/03/2007 11:30,0.63,0.189
15/03/2007 12:30,0.7,0.21
15/03/2007 13:30,0.78,0.234
15/03/2007 14:30,0.78,0.234
15/03/2007 15:30,0.82,0.246
15/03/2007 16:30,1.02,0.306
15/03/2007 17:30,1.09,0.327
15/03/2007 18:30,0.98,0.294
15/03/2007 19:30,0.98,0.294
15/03/2007 20:30,0.94,0.282
15/03/2007 21:30,0.74,0.222
15/03/2007 22:30,0.78,0.234
15/03/2007 23:30,0.66,0.198
16/03/2007 00:30,0.59,0.177
16/03/2007 01:30,0.51,0.153
16/03/2007 02:30,0.55,0.165
16/03/2007 03:30,0.59,0.177
16/03/2007 04:30,0.74,0.222
16/03/2007 05:30,0.66,0.198
16/03/2007 06:30,0.66,0.198
16/03/2007 07:30,0.7,0.21
16/03/2007 08:30,0.74,0.222
16/03/2007 09:30,0.74,0.222
16/03/2007 10:30,0.82,0.246
16/03/2007 11:30,0.66,0.198
16/03/2007 12:30,0.59,0.177
16/03/2007 13:30,0.66,0.198
16/03/2007 14:30,0.7,0.21
16/03/2007 15:30,0.7,0.21
16/03/2007 16:30,0.78,0.234
16/03/2007 17:30,0.86,0.258
16/03/2007 18:30,0.94,0.282
16/03/2007 19:30,0.78,0.234
16/03/2007 20:30,0.7,0.21
16/03/2007 21:30,0.63,0.189
16/03/2007 22:30,0.59,0.177
16/03/2007 23:30,0.66,0.198
17/03/2007 00:30,0.55,0.165
17/03/2007 01:30,0.51,0.153
17/03/2007 02:30,0.9,0.27
17/03/2007 03:30,1.99,0.597
17/03/2007 04:30,2.15,0.645
17/03/2007 05:30,1.99,0.597
